tarih,haftanin_gunu,city_code,magaza_no,magaza_alani,saat,nem,fis_sayisi,store_avrg_temp,outside_temp
2021-09-08,3.0,34.0,2177.0,1275.0,19.0,68.0,140.0,30.71,22.0
2021-09-08,3.0,34.0,2177.0,1275.0,20.0,68.0,122.0,30.8,21.0
2021-09-08,3.0,34.0,2177.0,1275.0,21.0,68.0,75.0,30.91,21.0
2021-09-08,3.0,34.0,2177.0,1275.0,22.0,68.0,6.0,30.22,21.0
2021-09-08,3.0,34.0,2177.0,1275.0,23.0,68.0,0.0,29.21,21.0
2021-09-09,4.0,34.0,2177.0,1275.0,0.0,73.0,0.0,28.99,20.0
2021-09-09,4.0,34.0,2177.0,1275.0,1.0,73.0,0.0,28.87,20.0
2021-09-09,4.0,34.0,2177.0,1275.0,2.0,73.0,0.0,28.78,20.0
2021-09-09,4.0,34.0,2177.0,1275.0,3.0,73.0,0.0,28.68,20.0
2021-09-09,4.0,34.0,2177.0,1275.0,4.0,73.0,0.0,28.62,20.0
2021-09-09,4.0,34.0,2177.0,1275.0,5.0,73.0,0.0,28.57,20.0
2021-09-09,4.0,34.0,2177.0,1275.0,6.0,73.0,0.0,28.55,20.0
2021-09-09,4.0,34.0,2177.0,1275.0,7.0,73.0,0.0,29.34,20.0
2021-09-09,4.0,34.0,2177.0,1275.0,8.0,73.0,54.0,29.74,22.0
2021-09-09,4.0,34.0,2177.0,1275.0,9.0,73.0,117.0,29.14,22.0
2021-09-09,4.0,34.0,2177.0,1275.0,10.0,73.0,158.0,30.17,23.0
2021-09-09,4.0,34.0,2177.0,1275.0,11.0,73.0,135.0,30.45,23.0
2021-09-09,4.0,34.0,2177.0,1275.0,12.0,73.0,138.0,30.66,23.0
2021-09-09,4.0,34.0,2177.0,1275.0,13.0,73.0,129.0,29.49,24.0
2021-09-09,4.0,34.0,2177.0,1275.0,14.0,73.0,125.0,27.96,24.0
2021-09-09,4.0,34.0,2177.0,1275.0,15.0,73.0,167.0,27.54,25.0
2021-09-09,4.0,34.0,2177.0,1275.0,16.0,73.0,149.0,27.55,24.0
2021-09-09,4.0,34.0,2177.0,1275.0,17.0,73.0,164.0,27.58,23.0
2021-09-09,4.0,34.0,2177.0,1275.0,18.0,73.0,149.0,27.38,23.0
2021-09-09,4.0,34.0,2177.0,1275.0,19.0,73.0,140.0,27.65,22.0
2021-09-09,4.0,34.0,2177.0,1275.0,20.0,73.0,125.0,27.4,21.0
2021-09-09,4.0,34.0,2177.0,1275.0,21.0,73.0,50.0,26.42,21.0
2021-09-09,4.0,34.0,2177.0,1275.0,22.0,73.0,3.0,27.46,21.0
2021-09-09,4.0,34.0,2177.0,1275.0,23.0,73.0,0.0,28.13,21.0
2021-09-10,5.0,34.0,2177.0,1275.0,0.0,88.0,0.0,28.29,21.0
2021-09-10,5.0,34.0,2177.0,1275.0,1.0,88.0,0.0,28.38,20.0
2021-09-10,5.0,34.0,2177.0,1275.0,2.0,88.0,0.0,28.41,20.0
2021-09-10,5.0,34.0,2177.0,1275.0,3.0,88.0,0.0,28.42,20.0
2021-09-10,5.0,34.0,2177.0,1275.0,4.0,88.0,0.0,28.41,20.0
2021-09-10,5.0,34.0,2177.0,1275.0,5.0,88.0,0.0,28.44,20.0
2021-09-10,5.0,34.0,2177.0,1275.0,6.0,88.0,0.0,28.73,19.0
2021-09-10,5.0,34.0,2177.0,1275.0,7.0,88.0,2.0,30.0,19.0
2021-09-10,5.0,34.0,2177.0,1275.0,8.0,88.0,56.0,30.31,20.0
2021-09-10,5.0,34.0,2177.0,1275.0,9.0,88.0,112.0,30.12,20.0
2021-09-10,5.0,34.0,2177.0,1275.0,10.0,88.0,128.0,30.22,21.0
2021-09-10,5.0,34.0,2177.0,1275.0,11.0,88.0,112.0,30.25,21.0
2021-09-10,5.0,34.0,2177.0,1275.0,12.0,88.0,134.0,28.25,21.0
2021-09-10,5.0,34.0,2177.0,1275.0,13.0,88.0,158.0,27.77,23.0
2021-09-10,5.0,34.0,2177.0,1275.0,14.0,88.0,150.0,27.44,22.0
2021-09-10,5.0,34.0,2177.0,1275.0,15.0,88.0,161.0,27.46,22.0
2021-09-10,5.0,34.0,2177.0,1275.0,16.0,88.0,149.0,27.41,23.0
2021-09-10,5.0,34.0,2177.0,1275.0,17.0,88.0,155.0,27.38,23.0
2021-09-10,5.0,34.0,2177.0,1275.0,18.0,88.0,142.0,27.24,22.0
2021-09-10,5.0,34.0,2177.0,1275.0,19.0,88.0,135.0,27.2,21.0
2021-09-10,5.0,34.0,2177.0,1275.0,20.0,88.0,109.0,27.16,19.0
2021-09-10,5.0,34.0,2177.0,1275.0,21.0,88.0,79.0,27.19,19.0
2021-09-10,5.0,34.0,2177.0,1275.0,22.0,88.0,6.0,28.1,18.0
2021-09-10,5.0,34.0,2177.0,1275.0,23.0,88.0,0.0,27.94,18.0
2021-09-11,6.0,34.0,2177.0,1275.0,0.0,82.0,0.0,27.94,16.0
2021-09-11,6.0,34.0,2177.0,1275.0,1.0,82.0,0.0,27.94,17.0
2021-09-11,6.0,34.0,2177.0,1275.0,2.0,82.0,0.0,27.84,16.0
2021-09-11,6.0,34.0,2177.0,1275.0,3.0,82.0,0.0,27.74,16.0
2021-09-11,6.0,34.0,2177.0,1275.0,4.0,82.0,0.0,27.76,17.0
2021-09-11,6.0,34.0,2177.0,1275.0,5.0,82.0,0.0,27.75,16.0
2021-09-11,6.0,34.0,2177.0,1275.0,6.0,82.0,0.0,27.76,16.0
2021-09-11,6.0,34.0,2177.0,1275.0,7.0,82.0,0.0,28.72,18.0
2021-09-11,6.0,34.0,2177.0,1275.0,8.0,82.0,62.0,29.72,21.0
2021-09-11,6.0,34.0,2177.0,1275.0,9.0,82.0,114.0,29.86,21.0
2021-09-11,6.0,34.0,2177.0,1275.0,10.0,82.0,134.0,30.06,22.0
2021-09-11,6.0,34.0,2177.0,1275.0,11.0,82.0,112.0,30.15,22.0
2021-09-11,6.0,34.0,2177.0,1275.0,12.0,82.0,129.0,30.31,22.0
2021-09-11,6.0,34.0,2177.0,1275.0,13.0,82.0,147.0,30.37,23.0
2021-09-11,6.0,34.0,2177.0,1275.0,14.0,82.0,163.0,30.48,23.0
2021-09-11,6.0,34.0,2177.0,1275.0,15.0,82.0,153.0,30.59,23.0
2021-09-11,6.0,34.0,2177.0,1275.0,16.0,82.0,142.0,30.55,23.0
2021-09-11,6.0,34.0,2177.0,1275.0,17.0,82.0,138.0,28.99,23.0
2021-09-11,6.0,34.0,2177.0,1275.0,18.0,82.0,149.0,27.91,22.0
2021-09-11,6.0,34.0,2177.0,1275.0,19.0,82.0,146.0,27.4,22.0
2021-09-11,6.0,34.0,2177.0,1275.0,20.0,82.0,109.0,27.1,21.0
2021-09-11,6.0,34.0,2177.0,1275.0,21.0,82.0,63.0,26.88,21.0
2021-09-11,6.0,34.0,2177.0,1275.0,22.0,82.0,5.0,27.4,20.0
2021-09-11,6.0,34.0,2177.0,1275.0,23.0,82.0,0.0,27.91,19.0
2021-09-12,7.0,34.0,2177.0,1275.0,0.0,88.0,0.0,27.97,18.0
2021-09-12,7.0,34.0,2177.0,1275.0,1.0,88.0,0.0,28.03,17.0
2021-09-12,7.0,34.0,2177.0,1275.0,2.0,88.0,0.0,28.03,16.0
2021-09-12,7.0,34.0,2177.0,1275.0,3.0,88.0,0.0,28.08,15.0
2021-09-12,7.0,34.0,2177.0,1275.0,4.0,88.0,0.0,28.05,15.0
2021-09-12,7.0,34.0,2177.0,1275.0,5.0,88.0,0.0,27.87,14.0
2021-09-12,7.0,34.0,2177.0,1275.0,6.0,88.0,0.0,27.79,15.0
2021-09-12,7.0,34.0,2177.0,1275.0,7.0,88.0,1.0,27.4,17.0
2021-09-12,7.0,34.0,2177.0,1275.0,8.0,88.0,40.0,27.21,21.0
2021-09-12,7.0,34.0,2177.0,1275.0,9.0,88.0,123.0,27.19,22.0
2021-09-12,7.0,34.0,2177.0,1275.0,10.0,88.0,155.0,27.18,22.0
2021-09-12,7.0,34.0,2177.0,1275.0,11.0,88.0,124.0,27.17,24.0
2021-09-12,7.0,34.0,2177.0,1275.0,12.0,88.0,128.0,26.99,24.0
2021-09-12,7.0,34.0,2177.0,1275.0,13.0,88.0,153.0,26.99,25.0
2021-09-12,7.0,34.0,2177.0,1275.0,14.0,88.0,131.0,26.99,26.0
2021-09-12,7.0,34.0,2177.0,1275.0,15.0,88.0,137.0,26.91,25.0
2021-09-12,7.0,34.0,2177.0,1275.0,16.0,88.0,155.0,27.0,25.0
2021-09-12,7.0,34.0,2177.0,1275.0,17.0,88.0,141.0,26.99,24.0
2021-09-12,7.0,34.0,2177.0,1275.0,18.0,88.0,155.0,26.85,23.0
2021-09-12,7.0,34.0,2177.0,1275.0,19.0,88.0,136.0,26.79,22.0
2021-09-12,7.0,34.0,2177.0,1275.0,20.0,88.0,97.0,26.67,22.0
2021-09-12,7.0,34.0,2177.0,1275.0,21.0,88.0,58.0,26.6,21.0
2021-09-12,7.0,34.0,2177.0,1275.0,22.0,88.0,1.0,26.99,21.0
2021-09-12,7.0,34.0,2177.0,1275.0,23.0,88.0,0.0,27.33,21.0
2021-09-13,1.0,34.0,2177.0,1275.0,0.0,83.0,0.0,27.51,20.0
2021-09-13,1.0,34.0,2177.0,1275.0,1.0,83.0,0.0,27.59,19.0
2021-09-13,1.0,34.0,2177.0,1275.0,2.0,83.0,0.0,27.65,17.0
2021-09-13,1.0,34.0,2177.0,1275.0,3.0,83.0,0.0,27.5,17.0
2021-09-13,1.0,34.0,2177.0,1275.0,4.0,83.0,0.0,27.51,17.0
2021-09-13,1.0,34.0,2177.0,1275.0,5.0,83.0,0.0,27.47,17.0
2021-09-13,1.0,34.0,2177.0,1275.0,6.0,83.0,0.0,27.49,19.0
2021-09-13,1.0,34.0,2177.0,1275.0,7.0,83.0,0.0,28.57,20.0
2021-09-13,1.0,34.0,2177.0,1275.0,8.0,83.0,67.0,29.7,21.0
2021-09-13,1.0,34.0,2177.0,1275.0,9.0,83.0,141.0,29.76,22.0
2021-09-13,1.0,34.0,2177.0,1275.0,10.0,83.0,143.0,29.76,24.0
2021-09-13,1.0,34.0,2177.0,1275.0,11.0,83.0,118.0,29.59,23.0
2021-09-13,1.0,34.0,2177.0,1275.0,12.0,83.0,120.0,29.95,25.0
2021-09-13,1.0,34.0,2177.0,1275.0,13.0,83.0,174.0,30.11,26.0
2021-09-13,1.0,34.0,2177.0,1275.0,14.0,83.0,144.0,30.38,26.0
2021-09-13,1.0,34.0,2177.0,1275.0,15.0,83.0,168.0,30.47,26.0
2021-09-13,1.0,34.0,2177.0,1275.0,16.0,83.0,167.0,30.65,26.0
2021-09-13,1.0,34.0,2177.0,1275.0,17.0,83.0,173.0,30.66,25.0
2021-09-13,1.0,34.0,2177.0,1275.0,18.0,83.0,150.0,29.87,23.0
2021-09-13,1.0,34.0,2177.0,1275.0,19.0,83.0,158.0,27.86,22.0
2021-09-13,1.0,34.0,2177.0,1275.0,20.0,83.0,101.0,27.42,22.0
2021-09-13,1.0,34.0,2177.0,1275.0,21.0,83.0,88.0,27.05,22.0
2021-09-13,1.0,34.0,2177.0,1275.0,22.0,83.0,1.0,27.63,22.0
2021-09-13,1.0,34.0,2177.0,1275.0,23.0,83.0,0.0,28.11,21.0
2021-09-14,2.0,34.0,2177.0,1275.0,0.0,83.0,0.0,28.2,21.0
2021-09-14,2.0,34.0,2177.0,1275.0,1.0,83.0,0.0,28.24,21.0
2021-09-14,2.0,34.0,2177.0,1275.0,2.0,83.0,0.0,28.13,20.0
2021-09-14,2.0,34.0,2177.0,1275.0,3.0,83.0,0.0,28.06,19.0
2021-09-14,2.0,34.0,2177.0,1275.0,4.0,83.0,0.0,28.05,18.0
2021-09-14,2.0,34.0,2177.0,1275.0,5.0,83.0,0.0,28.0,18.0
2021-09-14,2.0,34.0,2177.0,1275.0,6.0,83.0,0.0,28.04,17.0
2021-09-14,2.0,34.0,2177.0,1275.0,7.0,83.0,1.0,27.77,20.0
2021-09-14,2.0,34.0,2177.0,1275.0,8.0,83.0,72.0,27.37,22.0
2021-09-14,2.0,34.0,2177.0,1275.0,9.0,83.0,124.0,27.29,23.0
2021-09-14,2.0,34.0,2177.0,1275.0,10.0,83.0,118.0,27.13,24.0
2021-09-14,2.0,34.0,2177.0,1275.0,11.0,83.0,129.0,27.13,25.0
2021-09-14,2.0,34.0,2177.0,1275.0,12.0,83.0,151.0,27.19,25.0
2021-09-14,2.0,34.0,2177.0,1275.0,13.0,83.0,130.0,27.29,26.0
2021-09-14,2.0,34.0,2177.0,1275.0,14.0,83.0,156.0,27.17,26.0
2021-09-14,2.0,34.0,2177.0,1275.0,15.0,83.0,148.0,27.22,26.0
2021-09-14,2.0,34.0,2177.0,1275.0,16.0,83.0,143.0,27.2,25.0
2021-09-14,2.0,34.0,2177.0,1275.0,17.0,83.0,147.0,27.31,25.0
2021-09-14,2.0,34.0,2177.0,1275.0,18.0,83.0,154.0,27.05,23.0
2021-09-14,2.0,34.0,2177.0,1275.0,19.0,83.0,131.0,26.92,22.0
2021-09-14,2.0,34.0,2177.0,1275.0,20.0,83.0,120.0,26.87,22.0
2021-09-14,2.0,34.0,2177.0,1275.0,21.0,83.0,75.0,26.74,22.0
2021-09-14,2.0,34.0,2177.0,1275.0,22.0,83.0,3.0,26.73,21.0
2021-09-14,2.0,34.0,2177.0,1275.0,23.0,83.0,0.0,28.66,21.0
2021-09-15,3.0,34.0,2177.0,1275.0,0.0,83.0,0.0,29.03,21.0
2021-09-15,3.0,34.0,2177.0,1275.0,1.0,83.0,0.0,28.37,21.0
2021-09-15,3.0,34.0,2177.0,1275.0,2.0,83.0,0.0,27.75,20.0
2021-09-15,3.0,34.0,2177.0,1275.0,3.0,83.0,0.0,27.66,20.0
2021-09-15,3.0,34.0,2177.0,1275.0,4.0,83.0,0.0,27.65,19.0
2021-09-15,3.0,34.0,2177.0,1275.0,5.0,83.0,0.0,27.65,19.0
2021-09-15,3.0,34.0,2177.0,1275.0,6.0,83.0,1.0,27.69,19.0
2021-09-15,3.0,34.0,2177.0,1275.0,7.0,83.0,1.0,27.49,20.0
2021-09-15,3.0,34.0,2177.0,1275.0,8.0,83.0,65.0,27.27,22.0
2021-09-15,3.0,34.0,2177.0,1275.0,9.0,83.0,112.0,27.1,24.0
2021-09-15,3.0,34.0,2177.0,1275.0,10.0,83.0,125.0,27.01,25.0
2021-09-15,3.0,34.0,2177.0,1275.0,11.0,83.0,122.0,27.0,26.0
2021-09-15,3.0,34.0,2177.0,1275.0,12.0,83.0,134.0,26.91,25.0
2021-09-15,3.0,34.0,2177.0,1275.0,13.0,83.0,157.0,26.83,25.0
2021-09-15,3.0,34.0,2177.0,1275.0,14.0,83.0,154.0,26.92,25.0
2021-09-15,3.0,34.0,2177.0,1275.0,15.0,83.0,160.0,27.0,25.0
2021-09-15,3.0,34.0,2177.0,1275.0,16.0,83.0,128.0,27.08,25.0
2021-09-15,3.0,34.0,2177.0,1275.0,17.0,83.0,156.0,26.96,24.0
2021-09-15,3.0,34.0,2177.0,1275.0,18.0,83.0,147.0,27.04,24.0
2021-09-15,3.0,34.0,2177.0,1275.0,19.0,83.0,158.0,26.95,22.0
2021-09-15,3.0,34.0,2177.0,1275.0,20.0,83.0,92.0,26.75,22.0
2021-09-15,3.0,34.0,2177.0,1275.0,21.0,83.0,65.0,26.73,21.0
2021-09-15,3.0,34.0,2177.0,1275.0,22.0,83.0,2.0,26.92,21.0
2021-09-15,3.0,34.0,2177.0,1275.0,23.0,83.0,0.0,27.07,21.0
2021-09-16,4.0,34.0,2177.0,1275.0,0.0,88.0,0.0,27.16,21.0
2021-09-16,4.0,34.0,2177.0,1275.0,1.0,88.0,0.0,27.24,20.0
2021-09-16,4.0,34.0,2177.0,1275.0,2.0,88.0,0.0,27.27,20.0
2021-09-16,4.0,34.0,2177.0,1275.0,3.0,88.0,0.0,27.29,20.0
2021-09-16,4.0,34.0,2177.0,1275.0,4.0,88.0,0.0,27.3,19.0
2021-09-16,4.0,34.0,2177.0,1275.0,5.0,88.0,0.0,27.31,19.0
2021-09-16,4.0,34.0,2177.0,1275.0,6.0,88.0,0.0,27.34,20.0
2021-09-16,4.0,34.0,2177.0,1275.0,7.0,88.0,0.0,28.43,21.0
2021-09-16,4.0,34.0,2177.0,1275.0,8.0,88.0,76.0,29.67,22.0
2021-09-16,4.0,34.0,2177.0,1275.0,9.0,88.0,117.0,29.74,24.0
2021-09-16,4.0,34.0,2177.0,1275.0,10.0,88.0,138.0,29.94,25.0
2021-09-16,4.0,34.0,2177.0,1275.0,11.0,88.0,104.0,30.11,25.0
2021-09-16,4.0,34.0,2177.0,1275.0,12.0,88.0,162.0,30.26,23.0
2021-09-16,4.0,34.0,2177.0,1275.0,13.0,88.0,181.0,30.35,25.0
2021-09-16,4.0,34.0,2177.0,1275.0,14.0,88.0,138.0,28.39,26.0
2021-09-16,4.0,34.0,2177.0,1275.0,15.0,88.0,158.0,27.57,27.0
2021-09-16,4.0,34.0,2177.0,1275.0,16.0,88.0,143.0,27.27,27.0
2021-09-16,4.0,34.0,2177.0,1275.0,17.0,88.0,186.0,27.14,25.0
2021-09-16,4.0,34.0,2177.0,1275.0,18.0,88.0,156.0,27.19,24.0
2021-09-16,4.0,34.0,2177.0,1275.0,19.0,88.0,146.0,26.92,23.0
2021-09-16,4.0,34.0,2177.0,1275.0,20.0,88.0,103.0,26.8,22.0
2021-09-16,4.0,34.0,2177.0,1275.0,21.0,88.0,56.0,26.93,22.0
2021-09-16,4.0,34.0,2177.0,1275.0,22.0,88.0,8.0,27.22,22.0
2021-09-16,4.0,34.0,2177.0,1275.0,23.0,88.0,0.0,27.67,21.0
2021-09-17,5.0,34.0,2177.0,1275.0,0.0,78.0,0.0,27.72,21.0
2021-09-17,5.0,34.0,2177.0,1275.0,1.0,78.0,0.0,27.81,21.0
2021-09-17,5.0,34.0,2177.0,1275.0,2.0,78.0,0.0,27.86,20.0
2021-09-17,5.0,34.0,2177.0,1275.0,3.0,78.0,0.0,27.81,18.0
2021-09-17,5.0,34.0,2177.0,1275.0,4.0,78.0,0.0,27.69,20.0
2021-09-17,5.0,34.0,2177.0,1275.0,5.0,78.0,0.0,27.59,20.0
2021-09-17,5.0,34.0,2177.0,1275.0,6.0,78.0,0.0,27.66,17.0
2021-09-17,5.0,34.0,2177.0,1275.0,7.0,78.0,0.0,28.33,19.0
2021-09-17,5.0,34.0,2177.0,1275.0,8.0,78.0,65.0,29.8,21.0
2021-09-17,5.0,34.0,2177.0,1275.0,9.0,78.0,93.0,30.17,22.0
2021-09-17,5.0,34.0,2177.0,1275.0,10.0,78.0,136.0,30.35,23.0
2021-09-17,5.0,34.0,2177.0,1275.0,11.0,78.0,106.0,30.51,24.0
2021-09-17,5.0,34.0,2177.0,1275.0,12.0,78.0,164.0,30.49,24.0
2021-09-17,5.0,34.0,2177.0,1275.0,13.0,78.0,160.0,30.58,25.0
2021-09-17,5.0,34.0,2177.0,1275.0,14.0,78.0,165.0,30.68,25.0
2021-09-17,5.0,34.0,2177.0,1275.0,15.0,78.0,142.0,30.86,26.0
2021-09-17,5.0,34.0,2177.0,1275.0,16.0,78.0,118.0,30.97,27.0
2021-09-17,5.0,34.0,2177.0,1275.0,17.0,78.0,166.0,31.03,26.0
2021-09-17,5.0,34.0,2177.0,1275.0,18.0,78.0,152.0,30.54,24.0
2021-09-17,5.0,34.0,2177.0,1275.0,19.0,78.0,133.0,28.3,23.0
2021-09-17,5.0,34.0,2177.0,1275.0,20.0,78.0,110.0,27.81,23.0
2021-09-17,5.0,34.0,2177.0,1275.0,21.0,78.0,73.0,27.68,23.0
2021-09-17,5.0,34.0,2177.0,1275.0,22.0,78.0,5.0,28.08,23.0
2021-09-17,5.0,34.0,2177.0,1275.0,23.0,78.0,0.0,28.39,23.0
2021-09-18,6.0,34.0,2177.0,1275.0,0.0,78.0,0.0,28.48,22.0
2021-09-18,6.0,34.0,2177.0,1275.0,1.0,78.0,0.0,28.52,22.0
2021-09-18,6.0,34.0,2177.0,1275.0,2.0,78.0,0.0,28.53,22.0
2021-09-18,6.0,34.0,2177.0,1275.0,3.0,78.0,0.0,28.56,22.0
2021-09-18,6.0,34.0,2177.0,1275.0,4.0,78.0,0.0,28.42,21.0
2021-09-18,6.0,34.0,2177.0,1275.0,5.0,78.0,0.0,28.31,21.0
2021-09-18,6.0,34.0,2177.0,1275.0,6.0,78.0,0.0,28.26,22.0
2021-09-18,6.0,34.0,2177.0,1275.0,7.0,78.0,1.0,28.47,23.0
2021-09-18,6.0,34.0,2177.0,1275.0,8.0,78.0,54.0,27.86,24.0
2021-09-18,6.0,34.0,2177.0,1275.0,9.0,78.0,148.0,27.74,24.0
2021-09-18,6.0,34.0,2177.0,1275.0,10.0,78.0,158.0,27.82,25.0
2021-09-18,6.0,34.0,2177.0,1275.0,11.0,78.0,114.0,27.77,26.0
2021-09-18,6.0,34.0,2177.0,1275.0,12.0,78.0,131.0,27.73,25.0
2021-09-18,6.0,34.0,2177.0,1275.0,13.0,78.0,145.0,27.83,27.0
2021-09-18,6.0,34.0,2177.0,1275.0,14.0,78.0,127.0,28.0,28.0
2021-09-18,6.0,34.0,2177.0,1275.0,15.0,78.0,155.0,27.91,29.0
2021-09-18,6.0,34.0,2177.0,1275.0,16.0,78.0,140.0,28.06,28.0
2021-09-18,6.0,34.0,2177.0,1275.0,17.0,78.0,148.0,27.86,28.0
2021-09-18,6.0,34.0,2177.0,1275.0,18.0,78.0,143.0,27.61,25.0
2021-09-18,6.0,34.0,2177.0,1275.0,19.0,78.0,136.0,28.2,25.0
2021-09-18,6.0,34.0,2177.0,1275.0,20.0,78.0,101.0,30.01,25.0
2021-09-18,6.0,34.0,2177.0,1275.0,21.0,78.0,69.0,30.43,24.0
2021-09-18,6.0,34.0,2177.0,1275.0,22.0,78.0,1.0,29.86,24.0
2021-09-18,6.0,34.0,2177.0,1275.0,23.0,78.0,0.0,28.98,22.0
2021-09-19,7.0,34.0,2177.0,1275.0,0.0,88.0,0.0,28.78,21.0
2021-09-19,7.0,34.0,2177.0,1275.0,1.0,88.0,0.0,28.7,21.0
2021-09-19,7.0,34.0,2177.0,1275.0,2.0,88.0,0.0,28.66,21.0
2021-09-19,7.0,34.0,2177.0,1275.0,3.0,88.0,0.0,28.62,20.0
2021-09-19,7.0,34.0,2177.0,1275.0,4.0,88.0,0.0,28.38,19.0
2021-09-19,7.0,34.0,2177.0,1275.0,5.0,88.0,0.0,28.33,19.0
2021-09-19,7.0,34.0,2177.0,1275.0,6.0,88.0,0.0,28.29,20.0
2021-09-19,7.0,34.0,2177.0,1275.0,7.0,88.0,1.0,29.4,20.0
2021-09-19,7.0,34.0,2177.0,1275.0,8.0,88.0,55.0,30.49,23.0
2021-09-19,7.0,34.0,2177.0,1275.0,9.0,88.0,122.0,30.75,23.0
2021-09-19,7.0,34.0,2177.0,1275.0,10.0,88.0,147.0,30.88,24.0
2021-09-19,7.0,34.0,2177.0,1275.0,11.0,88.0,128.0,31.1,24.0
2021-09-19,7.0,34.0,2177.0,1275.0,12.0,88.0,118.0,29.67,26.0
2021-09-19,7.0,34.0,2177.0,1275.0,13.0,88.0,142.0,28.99,26.0
2021-09-19,7.0,34.0,2177.0,1275.0,14.0,88.0,137.0,28.87,27.0
2021-09-19,7.0,34.0,2177.0,1275.0,15.0,88.0,159.0,28.4,27.0
2021-09-19,7.0,34.0,2177.0,1275.0,16.0,88.0,158.0,28.34,27.0
2021-09-19,7.0,34.0,2177.0,1275.0,17.0,88.0,154.0,28.12,26.0
2021-09-19,7.0,34.0,2177.0,1275.0,18.0,88.0,135.0,27.96,24.0
2021-09-19,7.0,34.0,2177.0,1275.0,19.0,88.0,137.0,27.79,24.0
2021-09-19,7.0,34.0,2177.0,1275.0,20.0,88.0,97.0,27.64,24.0
2021-09-19,7.0,34.0,2177.0,1275.0,21.0,88.0,58.0,27.61,23.0
2021-09-19,7.0,34.0,2177.0,1275.0,22.0,88.0,2.0,27.97,23.0
2021-09-19,7.0,34.0,2177.0,1275.0,23.0,88.0,0.0,28.39,23.0
2021-09-20,1.0,34.0,2177.0,1275.0,0.0,73.0,0.0,28.45,24.0
2021-09-20,1.0,34.0,2177.0,1275.0,1.0,73.0,0.0,28.41,23.0
2021-09-20,1.0,34.0,2177.0,1275.0,2.0,73.0,0.0,28.25,23.0
2021-09-20,1.0,34.0,2177.0,1275.0,3.0,73.0,0.0,28.32,22.0
2021-09-20,1.0,34.0,2177.0,1275.0,4.0,73.0,0.0,28.34,22.0
2021-09-20,1.0,34.0,2177.0,1275.0,5.0,73.0,0.0,28.3,21.0
2021-09-20,1.0,34.0,2177.0,1275.0,6.0,73.0,0.0,28.35,20.0
2021-09-20,1.0,34.0,2177.0,1275.0,7.0,73.0,2.0,27.99,22.0
2021-09-20,1.0,34.0,2177.0,1275.0,8.0,73.0,69.0,27.74,24.0
2021-09-20,1.0,34.0,2177.0,1275.0,9.0,73.0,117.0,27.69,25.0
2021-09-20,1.0,34.0,2177.0,1275.0,10.0,73.0,112.0,27.65,26.0
2021-09-20,1.0,34.0,2177.0,1275.0,11.0,73.0,137.0,27.55,27.0
2021-09-20,1.0,34.0,2177.0,1275.0,12.0,73.0,161.0,27.52,28.0
2021-09-20,1.0,34.0,2177.0,1275.0,13.0,73.0,167.0,27.41,28.0
2021-09-20,1.0,34.0,2177.0,1275.0,14.0,73.0,141.0,27.59,29.0
2021-09-20,1.0,34.0,2177.0,1275.0,15.0,73.0,177.0,27.82,28.0
2021-09-20,1.0,34.0,2177.0,1275.0,16.0,73.0,160.0,27.85,29.0
2021-09-20,1.0,34.0,2177.0,1275.0,17.0,73.0,165.0,27.88,27.0
2021-09-20,1.0,34.0,2177.0,1275.0,18.0,73.0,160.0,27.8,25.0
2021-09-20,1.0,34.0,2177.0,1275.0,19.0,73.0,154.0,27.34,25.0
2021-09-20,1.0,34.0,2177.0,1275.0,20.0,73.0,117.0,27.3,24.0
2021-09-20,1.0,34.0,2177.0,1275.0,21.0,73.0,60.0,27.35,23.0
2021-09-20,1.0,34.0,2177.0,1275.0,22.0,73.0,1.0,27.64,24.0
2021-09-20,1.0,34.0,2177.0,1275.0,23.0,73.0,0.0,28.1,23.0
2021-09-21,2.0,34.0,2177.0,1275.0,0.0,78.0,0.0,28.22,23.0
2021-09-21,2.0,34.0,2177.0,1275.0,1.0,78.0,0.0,28.31,23.0
2021-09-21,2.0,34.0,2177.0,1275.0,2.0,78.0,0.0,28.3,22.0
2021-09-21,2.0,34.0,2177.0,1275.0,3.0,78.0,0.0,28.35,22.0
2021-09-21,2.0,34.0,2177.0,1275.0,4.0,78.0,0.0,28.36,21.0
2021-09-21,2.0,34.0,2177.0,1275.0,5.0,78.0,0.0,28.38,21.0
2021-09-21,2.0,34.0,2177.0,1275.0,6.0,78.0,0.0,28.21,21.0
2021-09-21,2.0,34.0,2177.0,1275.0,7.0,78.0,1.0,29.15,21.0
2021-09-21,2.0,34.0,2177.0,1275.0,8.0,78.0,89.0,30.27,21.0
2021-09-21,2.0,34.0,2177.0,1275.0,9.0,78.0,117.0,30.26,22.0
2021-09-21,2.0,34.0,2177.0,1275.0,10.0,78.0,144.0,30.18,22.0
2021-09-21,2.0,34.0,2177.0,1275.0,11.0,78.0,127.0,30.27,22.0
2021-09-21,2.0,34.0,2177.0,1275.0,12.0,78.0,156.0,30.52,22.0
2021-09-21,2.0,34.0,2177.0,1275.0,13.0,78.0,144.0,30.78,22.0
2021-09-21,2.0,34.0,2177.0,1275.0,14.0,78.0,116.0,29.75,22.0
2021-09-21,2.0,34.0,2177.0,1275.0,15.0,78.0,171.0,28.26,22.0
